# Synths Manifest - Generated 2025-12-25 00:26:36
Name,Path,Modified,Firmware,Sample Count,Samples
"SYNT169","SYNTHS/SYNT169.XML",2025-12-24,2.1.0,21,"SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/36 a.wav; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/39 a.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/43 a.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/46 a.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/50 a.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/53 a.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/57 a.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/60 a.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/64 a.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/67 a.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Hi/69 a.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Lo/36 b.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Lo/39 b.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Lo/43 b.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Lo/46 b.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Lo/50 b.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Lo/53 b.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Lo/57 b.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Lo/60 b.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Lo/67 b.WAV; SAMPLES/Artists/Leonard Ludvigsen/Double bass/Lo/69 b.WAV"
"SYNT170","SYNTHS/SYNT170.XML",2025-12-24,2.1.0,18,"SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224317]-1.wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224317].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224319].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224320].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224322].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224323]-1.wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224323].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224324].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224325].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224328].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224332].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224334].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224336].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224338].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224340].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224341].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224344].wav; SAMPLES/Artists/Michael Bulaw/Sitar/Freeze Sitar [2018-12-06 224345].wav"
"SYNT171","SYNTHS/SYNT171.XML",2025-12-24,4.0.0,0,""
"SYNT172","SYNTHS/SYNT172.XML",2025-12-24,4.0.0,0,""
"SYNT172A","SYNTHS/SYNT172A.XML",2025-12-24,4.0.1,0,""
"SYNT172B","SYNTHS/SYNT172B.XML",2025-12-24,4.0.1,0,""
"SYNT173","SYNTHS/SYNT173.XML",2025-12-24,4.0.0,0,""
"SYNT174","SYNTHS/SYNT174.XML",2025-12-24,4.0.0,0,""
"TB01","SYNTHS/TB01.XML",2025-12-24,3.1.5,0,""
"TB02","SYNTHS/TB02.XML",2025-12-24,3.1.5,0,""
"TB03","SYNTHS/TB03.XML",2025-12-24,3.1.5,0,""
"TB04","SYNTHS/TB04.XML",2025-12-24,3.1.5,0,""
"TB05","SYNTHS/TB05.XML",2025-12-24,3.1.5,0,""
"TB06","SYNTHS/TB06.XML",2025-12-24,3.1.5,0,""
"TB07","SYNTHS/TB07.XML",2025-12-24,3.1.5,0,""
"TB08","SYNTHS/TB08.XML",2025-12-24,3.1.5,0,""
"TB09","SYNTHS/TB09.XML",2025-12-24,3.1.5,0,""
"TB10","SYNTHS/TB10.XML",2025-12-24,3.1.5,0,""
"TB11","SYNTHS/TB11.XML",2025-12-24,3.1.5,0,""
"TB12","SYNTHS/TB12.XML",2025-12-24,3.1.5,0,""
"TB13","SYNTHS/TB13.XML",2025-12-24,3.1.5,0,""
"TB14","SYNTHS/TB14.XML",2025-12-24,3.1.5,0,""
"TB15","SYNTHS/TB15.XML",2025-12-24,3.1.5,0,""
"VISA-BASS","SYNTHS/VISA-BASS.XML",2025-12-24,4.0.1,0,""
"VISA-PAD","SYNTHS/VISA-PAD.XML",2025-12-24,4.0.1,0,""
"YAZO-BASS","SYNTHS/YAZO-BASS.XML",2025-12-24,4.0.1,0,""
"YAZO-BASS2","SYNTHS/YAZO-BASS2.XML",2025-12-24,4.0.1,0,""
"YAZO-BASS3","SYNTHS/YAZO-BASS3.XML",2025-12-24,4.0.1,0,""
"YAZO-LEAD","SYNTHS/YAZO-LEAD.XML",2025-12-24,4.0.1,0,""
"YAZO-LEAD2","SYNTHS/YAZO-LEAD2.XML",2025-12-24,4.0.1,0,""
"YAZO-LEAD3","SYNTHS/YAZO-LEAD3.XML",2025-12-24,4.0.1,0,""
"YAZO-LEAD4","SYNTHS/YAZO-LEAD4.XML",2025-12-24,4.0.1,0,""
"YAZO-PERC","SYNTHS/YAZO-PERC.XML",2025-12-24,4.0.1,0,""
"YAZO-PERC2","SYNTHS/YAZO-PERC2.XML",2025-12-24,4.0.1,0,""
"YAZO-POLY","SYNTHS/YAZO-POLY.XML",2025-12-24,4.0.1,0,""
"YAZO-POLY2","SYNTHS/YAZO-POLY2.XML",2025-12-24,4.0.1,0,""
"YAZO-POLY3","SYNTHS/YAZO-POLY3.XML",2025-12-24,4.0.1,0,""
"YAZO-SEQ","SYNTHS/YAZO-SEQ.XML",2025-12-24,4.0.1,0,""
"YAZO-SEQ2","SYNTHS/YAZO-SEQ2.XML",2025-12-24,4.0.1,0,""
"YAZO-SEQ3","SYNTHS/YAZO-SEQ3.XML",2025-12-24,4.0.1,0,""
